web-scraper-order,web-scraper-start-url,name,pagination-item,pagination-item-href,address-street,address-locality,address-state,phone-direct,website,website-href,pagination-state,pagination-state-href,pagination-county,pagination-county-href
"1584299550-4169","https://www.countyoffice.org/health-departments/","Guilford Health Department","Guilford Health Department","https://www.countyoffice.org/guilford-health-department-guilford-ct-a04/","50 Boston Street","Guilford","Connecticut","203-453-8118","guilfordct.virtualtownhall.net","http://guilfordct.virtualtownhall.net/public_documents/guilfordct_health/index","Connecticut","https://www.countyoffice.org/ct-health-departments/","New Haven County","https://www.countyoffice.org/ct-new-haven-county-health-departments/"
"1584289107-539","https://www.countyoffice.org/health-departments/","Chair Of The Selectboard - Salisbury","Chair Of The Selectboard - Salisbury","https://www.countyoffice.org/chair-of-the-selectboard-salisbury-salisbury-vt-023/","25 Schoolhouse Road","Salisbury","Vermont","802-352-4228","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Addison County","https://www.countyoffice.org/vt-addison-county-health-departments/"
"1584298859-3922","https://www.countyoffice.org/health-departments/","Washington County Health Department","Washington County Health Department","https://www.countyoffice.org/washington-county-health-department-chipley-fl-734/","1338 South Boulevard","Chipley","Florida","850-638-8240","doh.state.fl.us","http://www.doh.state.fl.us/chdwashington/default.htm","Florida","https://www.countyoffice.org/fl-health-departments/","Washington County","https://www.countyoffice.org/fl-washington-county-health-departments/"
"1584288046-183","https://www.countyoffice.org/health-departments/","Pierce County Health Department","Pierce County Health Department","https://www.countyoffice.org/pierce-county-health-department-puyallup-wa-d7b/","606 East Main Avenue","Puyallup","Washington","253-845-9177","null","","Washington","https://www.countyoffice.org/wa-health-departments/","Pierce County","https://www.countyoffice.org/wa-pierce-county-health-departments/"
"1584295930-2695","https://www.countyoffice.org/health-departments/","Allegany County Health Department","Allegany County Health Department","https://www.countyoffice.org/allegany-county-health-department-cumberland-md-7ea/","12501 Willowbrook Road","Cumberland","Maryland","301-759-5000","alleganyhealthdept.com","http://www.alleganyhealthdept.com/","Maryland","https://www.countyoffice.org/md-health-departments/","Allegany County","https://www.countyoffice.org/md-allegany-county-health-departments/"
"1584287585-69","https://www.countyoffice.org/health-departments/","Shorewood Health Department","Shorewood Health Department","https://www.countyoffice.org/shorewood-health-department-shorewood-wi-a9c/","2010 East Shorewood Boulevard","Shorewood","Wisconsin","414-847-2710","null","","Wisconsin","https://www.countyoffice.org/wi-health-departments/","Milwaukee County","https://www.countyoffice.org/wi-milwaukee-county-health-departments/"
"1584293060-1554","https://www.countyoffice.org/health-departments/","Monmouth County Regional Health Commission 1","Monmouth County Regional Health Commission 1","https://www.countyoffice.org/monmouth-county-regional-health-commission-1-tinton-falls-nj-e4e/","1540 West Park Avenue","Tinton Falls","New Jersey","732-493-9520","mcrhc.org","http://www.mcrhc.org/","New Jersey","https://www.countyoffice.org/nj-health-departments/","Monmouth County","https://www.countyoffice.org/nj-monmouth-county-health-departments/"
"1584288056-187","https://www.countyoffice.org/health-departments/","Pacific County Health Department","Pacific County Health Department","https://www.countyoffice.org/pacific-county-health-department-long-beach-wa-ed7/","605 Oregon Avenue South","Long Beach","Washington","360-642-9349","null","","Washington","https://www.countyoffice.org/wa-health-departments/","Pacific County","https://www.countyoffice.org/wa-pacific-county-health-departments/"
"1584299002-3973","https://www.countyoffice.org/health-departments/","Florida State Health Department","Florida State Health Department","https://www.countyoffice.org/florida-state-health-department-pinellas-park-fl-d26/","8800 49th Street North","Pinellas Park","Florida","727-549-6633","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Pinellas County","https://www.countyoffice.org/fl-pinellas-county-health-departments/"
"1584293748-1767","https://www.countyoffice.org/health-departments/","St Charles County Health Department","St Charles County Health Department","https://www.countyoffice.org/st-charles-county-health-department-st-charles-mo-df8/","1650 Boone's Lick Road","St. Charles","Missouri","636-949-7400","null","","Missouri","https://www.countyoffice.org/mo-health-departments/","St. Charles County","https://www.countyoffice.org/mo-st-charles-county-health-departments/"
"1584299140-4021","https://www.countyoffice.org/health-departments/","Leon County Health Department","Leon County Health Department","https://www.countyoffice.org/leon-county-health-department-tallahassee-fl-149/","2965 Municipal Way","Tallahassee","Florida","850-606-8000","leoncountyfl.gov","http://www.leoncountyfl.gov/lchd/index.asp","Florida","https://www.countyoffice.org/fl-health-departments/","Leon County","https://www.countyoffice.org/fl-leon-county-health-departments/"
"1584288792-397","https://www.countyoffice.org/health-departments/","Ira Health Officer","Ira Health Officer","https://www.countyoffice.org/ira-health-officer-west-rutland-vt-ae6/","51 West Road","West Rutland","Vermont","802-438-2881","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Rutland County","https://www.countyoffice.org/vt-rutland-county-health-departments/"
"1584287719-98","https://www.countyoffice.org/health-departments/","Wisconsin Health Department","Wisconsin Health Department","https://www.countyoffice.org/wisconsin-health-department-green-bay-wi-0b1/","200 North Jefferson Street","Green Bay","Wisconsin","920-448-5223","null","","Wisconsin","https://www.countyoffice.org/wi-health-departments/","Brown County","https://www.countyoffice.org/wi-brown-county-health-departments/"
"1584292636-1405","https://www.countyoffice.org/health-departments/","Columbia County Health Department","Columbia County Health Department","https://www.countyoffice.org/columbia-county-health-department-hudson-ny-168/","747 Warren Street","Hudson","New York","877-828-1691","null","","New York","https://www.countyoffice.org/ny-health-departments/","Columbia County","https://www.countyoffice.org/ny-columbia-county-health-departments/"
"1584296808-2883","https://www.countyoffice.org/health-departments/","Montgomery County Health Department","Montgomery County Health Department","https://www.countyoffice.org/montgomery-county-health-department-coffeyville-ks-28a/","908 South Walnut Street","Coffeyville","Kansas","620-251-4210","kalhd.org","http://www.kalhd.org/montgomery/","Kansas","https://www.countyoffice.org/ks-health-departments/","Montgomery County","https://www.countyoffice.org/ks-montgomery-county-health-departments/"
"1584298907-3937","https://www.countyoffice.org/health-departments/","Sumter County Health Department","Sumter County Health Department","https://www.countyoffice.org/sumter-county-health-department-bushnell-fl-5a3/","415 East Noble Avenue","Bushnell","Florida","352-793-2701","doh.state.fl.us","http://www.doh.state.fl.us/chdsumter/vitals.htm","Florida","https://www.countyoffice.org/fl-health-departments/","Sumter County","https://www.countyoffice.org/fl-sumter-county-health-departments/"
"1584289289-592","https://www.countyoffice.org/health-departments/","Wood County Health Department","Wood County Health Department","https://www.countyoffice.org/wood-county-health-department-quitman-tx-f67/","203 West Bermuda Street","Quitman","Texas","903-763-5406","co.wood.tx.us","http://www.co.wood.tx.us/ips/cms/othercountyoffices/healthdept.htm","Texas","https://www.countyoffice.org/tx-health-departments/","Wood County","https://www.countyoffice.org/tx-wood-county-health-departments/"
"1584290839-977","https://www.countyoffice.org/health-departments/","Allentown Health Bureau","Allentown Health Bureau","https://www.countyoffice.org/allentown-health-bureau-allentown-pa-4fb/","245 North 6th Street","Allentown","Pennsylvania","610-437-7760","null","","Pennsylvania","https://www.countyoffice.org/pa-health-departments/","Lehigh County","https://www.countyoffice.org/pa-lehigh-county-health-departments/"
"1584297732-3283","https://www.countyoffice.org/health-departments/","Macoupin County Public Health Department","Macoupin County Public Health Department","https://www.countyoffice.org/macoupin-county-public-health-department-carlinville-il-5d7/","805 North Broad Street","Carlinville","Illinois","217-854-3223","mcphd.net","http://www.mcphd.net/","Illinois","https://www.countyoffice.org/il-health-departments/","Macoupin County","https://www.countyoffice.org/il-macoupin-county-health-departments/"
"1584297513-3238","https://www.countyoffice.org/health-departments/","De Kalb County Health Department","De Kalb County Health Department","https://www.countyoffice.org/de-kalb-county-health-department-auburn-in-4ad/","220 East 7th Street","Auburn","Indiana","260-925-3450","null","","Indiana","https://www.countyoffice.org/in-health-departments/","DeKalb County","https://www.countyoffice.org/in-dekalb-county-health-departments/"
"1584291628-1165","https://www.countyoffice.org/health-departments/","Lawrence County Health Department","Lawrence County Health Department","https://www.countyoffice.org/lawrence-county-health-department-ironton-oh-195/","2122 South 8th Street","Ironton","Ohio","740-532-3962","lawcohd.org","http://www.lawcohd.org/","Ohio","https://www.countyoffice.org/oh-health-departments/","Lawrence County","https://www.countyoffice.org/oh-lawrence-county-health-departments/"
"1584300049-5032","https://www.countyoffice.org/health-departments/","New Cuyama Health Department","New Cuyama Health Department","https://www.countyoffice.org/new-cuyama-health-department-new-cuyama-ca-030/","4711 California 166","New Cuyama","California","661-766-2558","null","","California","https://www.countyoffice.org/ca-health-departments/","Santa Barbara County","https://www.countyoffice.org/ca-santa-barbara-county-health-departments/"
"1584288268-239","https://www.countyoffice.org/health-departments/","Virginia State Health Department","Virginia State Health Department","https://www.countyoffice.org/virginia-state-health-department-richmond-va-dac/","Ste 13, 109 Governor St","Richmond","Virginia","804-864-7056","null","","Virginia","https://www.countyoffice.org/va-health-departments/","Richmond","https://www.countyoffice.org/va-richmond-city-health-departments/"
"1584294965-2022","https://www.countyoffice.org/health-departments/","Bay County Health Department","Bay County Health Department","https://www.countyoffice.org/bay-county-health-department-bay-mi-4e0/","1200 Washington Avenue","Bay","Michigan","989-895-4009","baycounty-mi.gov","http://www.baycounty-mi.gov/health/default.aspx","Michigan","https://www.countyoffice.org/mi-health-departments/","Bay County","https://www.countyoffice.org/mi-bay-county-health-departments/"
"1584298560-3855","https://www.countyoffice.org/health-departments/","Harris County Health Department","Harris County Health Department","https://www.countyoffice.org/harris-county-health-department-hamilton-ga-a27/","210 Forest Hill Drive","Hamilton","Georgia","706-628-5037","null","","Georgia","https://www.countyoffice.org/ga-health-departments/","Harris County","https://www.countyoffice.org/ga-harris-county-health-departments/"
"1584296866-2888","https://www.countyoffice.org/health-departments/","Harvey County Health Department","Harvey County Health Department","https://www.countyoffice.org/harvey-county-health-department-newton-ks-c6e/","Ste A, 316 Oak St","Newton","Kansas","316-283-1637","null","","Kansas","https://www.countyoffice.org/ks-health-departments/","Harvey County","https://www.countyoffice.org/ks-harvey-county-health-departments/"
"1584297109-2927","https://www.countyoffice.org/health-departments/","Marion County Health Department","Marion County Health Department","https://www.countyoffice.org/marion-county-health-department-knoxville-ia-214/","2003 North Lincoln Street","Knoxville","Iowa","641-628-8399","null","","Iowa","https://www.countyoffice.org/ia-health-departments/","Marion County","https://www.countyoffice.org/ia-marion-county-health-departments/"
"1584294753-1978","https://www.countyoffice.org/health-departments/","Saginaw Health Department","Saginaw Health Department","https://www.countyoffice.org/saginaw-health-department-saginaw-mi-df3/","1600 North Michigan Avenue","Saginaw","Michigan","989-758-3807","null","","Michigan","https://www.countyoffice.org/mi-health-departments/","Saginaw County","https://www.countyoffice.org/mi-saginaw-county-health-departments/"
"1584299090-4005","https://www.countyoffice.org/health-departments/","Monroe County Health Department","Monroe County Health Department","https://www.countyoffice.org/monroe-county-health-department-tavernier-fl-b33/","50 High Point Road","Tavernier","Florida","305-853-3240","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Monroe County","https://www.countyoffice.org/fl-monroe-county-health-departments/"
"1584292045-1252","https://www.countyoffice.org/health-departments/","Rockingham County Department Of Public Health","Rockingham County Department Of Public Health","https://www.countyoffice.org/rockingham-county-department-of-public-health-reidsville-nc-f88/","371 North Carolina 65","Reidsville","North Carolina","336-342-8140","co.rockingham.nc.us","http://www.co.rockingham.nc.us/publichealth","North Carolina","https://www.countyoffice.org/nc-health-departments/","Rockingham County","https://www.countyoffice.org/nc-rockingham-county-health-departments/"
"1584293043-1547","https://www.countyoffice.org/health-departments/","Lincoln Park Health Department","Lincoln Park Health Department","https://www.countyoffice.org/lincoln-park-health-department-lincoln-park-nj-eb1/","34 Chapel Hill Road","Lincoln Park","New Jersey","973-694-6100","lincolnpark.org","http://www.lincolnpark.org/healthdept.html","New Jersey","https://www.countyoffice.org/nj-health-departments/","Morris County","https://www.countyoffice.org/nj-morris-county-health-departments/"
"1584291198-1065","https://www.countyoffice.org/health-departments/","Seminole County Health Department","Seminole County Health Department","https://www.countyoffice.org/seminole-county-health-department-seminole-ok-a79/","1900 Boren Boulevard","Seminole","Oklahoma","405-382-4369","null","","Oklahoma","https://www.countyoffice.org/ok-health-departments/","Seminole County","https://www.countyoffice.org/ok-seminole-county-health-departments/"
"1584289179-561","https://www.countyoffice.org/health-departments/","Utah State Health Department","Utah State Health Department","https://www.countyoffice.org/utah-state-health-department-salt-lake-ut-e26/","44 North Medical Drive","Salt Lake","Utah","801-584-8284","null","","Utah","https://www.countyoffice.org/ut-health-departments/","Salt Lake County","https://www.countyoffice.org/ut-salt-lake-county-health-departments/"
"1584288739-373","https://www.countyoffice.org/health-departments/","Cabot/Walden Health Officer","Cabot/Walden Health Officer","https://www.countyoffice.org/cabot-walden-health-officer-cabot-vt-694/","3084 Main Street","Cabot","Vermont","802-563-2279","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Washington County","https://www.countyoffice.org/vt-washington-county-health-departments/"
"1584295037-2048","https://www.countyoffice.org/health-departments/","Mendon Board Of Health","Mendon Board Of Health","https://www.countyoffice.org/mendon-board-of-health-mendon-ma-d00/","20 Main Street","Mendon","Massachusetts","508-634-2656","mendonma.net","http://www.mendonma.net/depts/pages/municipal-pages/boards-and-committees/board-of-health.php","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Worcester County","https://www.countyoffice.org/ma-worcester-county-health-departments/"
"1584294216-1868","https://www.countyoffice.org/health-departments/","Perry County Health Department","Perry County Health Department","https://www.countyoffice.org/perry-county-health-department-new-augusta-ms-024/","1 Main Street","New Augusta","Mississippi","601-964-3288","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Perry County","https://www.countyoffice.org/ms-perry-county-health-departments/"
"1584295048-2053","https://www.countyoffice.org/health-departments/","Lancaster Board Of Health","Lancaster Board Of Health","https://www.countyoffice.org/lancaster-board-of-health-lancaster-ma-bad/","695 Main Street","Lancaster","Massachusetts","978-368-4000","ci.lancaster.ma.us","http://www.ci.lancaster.ma.us/pages/lancasterma_health/index","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Worcester County","https://www.countyoffice.org/ma-worcester-county-health-departments/"
"1584292001-1244","https://www.countyoffice.org/health-departments/","Wake County Health Department","Wake County Health Department","https://www.countyoffice.org/wake-county-health-department-raleigh-nc-d8f/","10 Sunnybrook Road","Raleigh","North Carolina","919-250-4720","null","","North Carolina","https://www.countyoffice.org/nc-health-departments/","Wake County","https://www.countyoffice.org/nc-wake-county-health-departments/"
"1584300323-5130","https://www.countyoffice.org/health-departments/","Arvin Health Department","Arvin Health Department","https://www.countyoffice.org/arvin-health-department-arvin-ca-498/","204 South Hill Street","Arvin","California","661-854-5411","null","","California","https://www.countyoffice.org/ca-health-departments/","Kern County","https://www.countyoffice.org/ca-kern-county-health-departments/"
"1584294123-1848","https://www.countyoffice.org/health-departments/","Winston County Health Department","Winston County Health Department","https://www.countyoffice.org/winston-county-health-department-louisville-ms-eeb/","466 Vance Street","Louisville","Mississippi","662-773-8087","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Winston County","https://www.countyoffice.org/ms-winston-county-health-departments/"
"1584298932-3945","https://www.countyoffice.org/health-departments/","Sarasota County Health Department","Sarasota County Health Department","https://www.countyoffice.org/sarasota-county-health-department-sarasota-fl-e45/","2200 Ringling Boulevard","Sarasota","Florida","941-861-2900","sarasotahealth.org","http://www.sarasotahealth.org/","Florida","https://www.countyoffice.org/fl-health-departments/","Sarasota County","https://www.countyoffice.org/fl-sarasota-county-health-departments/"
"1584294556-1945","https://www.countyoffice.org/health-departments/","Otter Tail County Public Health","Otter Tail County Public Health","https://www.countyoffice.org/otter-tail-county-public-health-fergus-falls-mn-3e1/","560 West Fir Avenue","Fergus Falls","Minnesota","218-998-8320","co.ottertail.mn.us","http://www.co.ottertail.mn.us/publichealth","Minnesota","https://www.countyoffice.org/mn-health-departments/","Otter Tail County","https://www.countyoffice.org/mn-otter-tail-county-health-departments/"
"1584294423-1919","https://www.countyoffice.org/health-departments/","Chickasaw County Health Department","Chickasaw County Health Department","https://www.countyoffice.org/chickasaw-county-health-department-houston-ms-162/","332 North Jefferson Street","Houston","Mississippi","662-456-3737","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Chickasaw County","https://www.countyoffice.org/ms-chickasaw-county-health-departments/"
"1584299362-4098","https://www.countyoffice.org/health-departments/","Collier County Health Department","Collier County Health Department","https://www.countyoffice.org/collier-county-health-department-naples-fl-dbe/","3301 Tamiami Trail East","Naples","Florida","239-252-8200","doh.state.fl.us","http://www.doh.state.fl.us/chdcollier/index.html","Florida","https://www.countyoffice.org/fl-health-departments/","Collier County","https://www.countyoffice.org/fl-collier-county-health-departments/"
"1584299260-4063","https://www.countyoffice.org/health-departments/","Gulf County Health Department","Gulf County Health Department","https://www.countyoffice.org/gulf-county-health-department-port-st-joe-fl-f2f/","2475 Garrison Avenue","Port St. Joe","Florida","850-227-1276","gulfchd.com","http://www.gulfchd.com/","Florida","https://www.countyoffice.org/fl-health-departments/","Gulf County","https://www.countyoffice.org/fl-gulf-county-health-departments/"
"1584290149-809","https://www.countyoffice.org/health-departments/","Gibson County Health Department","Gibson County Health Department","https://www.countyoffice.org/gibson-county-health-department-trenton-tn-19d/","1250 Manufacturers Row","Trenton","Tennessee","731-855-7601","null","","Tennessee","https://www.countyoffice.org/tn-health-departments/","Gibson County","https://www.countyoffice.org/tn-gibson-county-health-departments/"
"1584300821-5604","https://www.countyoffice.org/health-departments/","Fort Yukon Public Health Office / Interior Region","Fort Yukon Public Health Office / Interior Region","https://www.countyoffice.org/fort-yukon-public-health-office-interior-region-fort-yukon-ak-94f/","101 Spruce Street","Fort Yukon","Alaska","907-662-2460","null","","Alaska","https://www.countyoffice.org/ak-health-departments/","Yukon-Koyukuk Census Area","https://www.countyoffice.org/ak-yukon-koyukuk-census-area-health-departments/"
"1584289032-504","https://www.countyoffice.org/health-departments/","Sunderland Health Officer","Sunderland Health Officer","https://www.countyoffice.org/sunderland-health-officer-sunderland-vt-86f/","181 South Road","Sunderland","Vermont","802-375-6106","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Bennington County","https://www.countyoffice.org/vt-bennington-county-health-departments/"
"1584297860-3671","https://www.countyoffice.org/health-departments/","Douglas County Health Department","Douglas County Health Department","https://www.countyoffice.org/douglas-county-health-department-tuscola-il-b7e/","1250 U.s. 36","Tuscola","Illinois","217-253-4137","douglascountyhealth.org","http://www.douglascountyhealth.org/","Illinois","https://www.countyoffice.org/il-health-departments/","Douglas County","https://www.countyoffice.org/il-douglas-county-health-departments/"
"1584287963-162","https://www.countyoffice.org/health-departments/","Cabell-Huntington Health Department","Cabell-Huntington Health Department","https://www.countyoffice.org/cabell-huntington-health-department-huntington-wv-ac5/","703 7th Avenue","Huntington","West Virginia","304-523-6483","cabellhealth.org","http://www.cabellhealth.org/","West Virginia","https://www.countyoffice.org/wv-health-departments/","Cabell County","https://www.countyoffice.org/wv-cabell-county-health-departments/"
"1584289473-635","https://www.countyoffice.org/health-departments/","Texas Department Health","Texas Department Health","https://www.countyoffice.org/texas-department-health-eagle-pass-tx-359/","1593 South Veterans Boulevard","Eagle Pass","Texas","830-773-9259","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Maverick County","https://www.countyoffice.org/tx-maverick-county-health-departments/"
"1584292142-1270","https://www.countyoffice.org/health-departments/","Jackson County Department Of Public Health","Jackson County Department Of Public Health","https://www.countyoffice.org/jackson-county-department-of-public-health-sylva-nc-143/","538 Scotts Creek Road","Sylva","North Carolina","828-586-8994","health.jacksonnc.org","http://health.jacksonnc.org/","North Carolina","https://www.countyoffice.org/nc-health-departments/","Jackson County","https://www.countyoffice.org/nc-jackson-county-health-departments/"
"1584295418-2218","https://www.countyoffice.org/health-departments/","Chesterfield Board Of Health","Chesterfield Board Of Health","https://www.countyoffice.org/chesterfield-board-of-health-chesterfield-ma-721/","422 Main Road","Chesterfield","Massachusetts","413-296-4771","townofchesterfieldma.com","http://www.townofchesterfieldma.com/resources/bohealth.htm","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Hampshire County","https://www.countyoffice.org/ma-hampshire-county-health-departments/"
"1584296596-2852","https://www.countyoffice.org/health-departments/","Lake Cumberland Health Department","Lake Cumberland Health Department","https://www.countyoffice.org/lake-cumberland-health-department-albany-ky-43c/","202 King Dr","Albany","Kentucky","606-387-8747","null","","Kentucky","https://www.countyoffice.org/ky-health-departments/","Clinton County","https://www.countyoffice.org/ky-clinton-county-health-departments/"
"1584297620-3258","https://www.countyoffice.org/health-departments/","East Side Health District","East Side Health District","https://www.countyoffice.org/east-side-health-district-east-st-louis-il-88a/","650 North 20th Street","East St. Louis","Illinois","618-271-8722","eshd.org","http://www.eshd.org/","Illinois","https://www.countyoffice.org/il-health-departments/","St. Clair County","https://www.countyoffice.org/il-st-clair-county-health-departments/"
"1584287965-163","https://www.countyoffice.org/health-departments/","Cabell County Health Department","Cabell County Health Department","https://www.countyoffice.org/cabell-county-health-department-huntington-wv-175/","2699 Park Avenue","Huntington","West Virginia","304-528-5800","null","","West Virginia","https://www.countyoffice.org/wv-health-departments/","Cabell County","https://www.countyoffice.org/wv-cabell-county-health-departments/"
"1584291527-1141","https://www.countyoffice.org/health-departments/","Preble County Health Department","Preble County Health Department","https://www.countyoffice.org/preble-county-health-department-eaton-oh-36b/","218 Plunder Cove","Eaton","Ohio","937-456-3387","null","","Ohio","https://www.countyoffice.org/oh-health-departments/","Preble County","https://www.countyoffice.org/oh-preble-county-health-departments/"
"1584288607-311","https://www.countyoffice.org/health-departments/","West Windsor Health Officer","West Windsor Health Officer","https://www.countyoffice.org/west-windsor-health-officer-west-windsor-vt-293/","22 Brownsville-Hartland Road","West Windsor","Vermont","802-484-7212","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Windsor County","https://www.countyoffice.org/vt-windsor-county-health-departments/"
"1584299297-4076","https://www.countyoffice.org/health-departments/","Franklin County Health Department","Franklin County Health Department","https://www.countyoffice.org/franklin-county-health-department-apalachicola-fl-480/","139 12th Street","Apalachicola","Florida","850-653-2111","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Franklin County","https://www.countyoffice.org/fl-franklin-county-health-departments/"
"1584293201-1615","https://www.countyoffice.org/health-departments/","Irvington Township Health Department","Irvington Township Health Department","https://www.countyoffice.org/irvington-township-health-department-irvington-nj-197/","1 Civic Square","Irvington","New Jersey","973-399-6797","null","","New Jersey","https://www.countyoffice.org/nj-health-departments/","Essex County","https://www.countyoffice.org/nj-essex-county-health-departments/"
"1584290652-924","https://www.countyoffice.org/health-departments/","Region 8 Public Health Office Headquarters","Region 8 Public Health Office Headquarters","https://www.countyoffice.org/region-8-public-health-office-headquarters-port-royal-sc-f30/","1235 Ladys Island Drive","Port Royal","South Carolina","843-525-7603","scdhec.gov","http://www.scdhec.gov/health/region8/regional.htm","South Carolina","https://www.countyoffice.org/sc-health-departments/","Beaufort County","https://www.countyoffice.org/sc-beaufort-county-health-departments/"
"1584296754-2881","https://www.countyoffice.org/health-departments/","Sedgwick County Health Department","Sedgwick County Health Department","https://www.countyoffice.org/sedgwick-county-health-department-wichita-ks-2c8/","2716 West Central Avenue","Wichita","Kansas","316-660-7300","null","","Kansas","https://www.countyoffice.org/ks-health-departments/","Sedgwick County","https://www.countyoffice.org/ks-sedgwick-county-health-departments/"
"1584297511-3237","https://www.countyoffice.org/health-departments/","De Kalb County Health Department","De Kalb County Health Department","https://www.countyoffice.org/de-kalb-county-health-department-auburn-in-558/","215 East 9th Street","Auburn","Indiana","260-925-2220","co.dekalb.in.us","http://www.co.dekalb.in.us/dekalb/departments/healthdepartment/contactinfo.cfm","Indiana","https://www.countyoffice.org/in-health-departments/","DeKalb County","https://www.countyoffice.org/in-dekalb-county-health-departments/"
"1584294340-1900","https://www.countyoffice.org/health-departments/","Jackson County Health Department","Jackson County Health Department","https://www.countyoffice.org/jackson-county-health-department-ocean-springs-ms-ca6/","6912 Washington Avenue","Ocean Springs","Mississippi","228-872-4861","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Jackson County","https://www.countyoffice.org/ms-jackson-county-health-departments/"
"1584287866-132","https://www.countyoffice.org/health-departments/","Logan County Health Department","Logan County Health Department","https://www.countyoffice.org/logan-county-health-department-logan-wv-ed5/","300 Stratton Street","Logan","West Virginia","304-792-8630","wvdhhr.org","http://www.wvdhhr.org/wvlocalhealth/lhd_profiles/lhdreport/index.asp?countyname=logan","West Virginia","https://www.countyoffice.org/wv-health-departments/","Logan County","https://www.countyoffice.org/wv-logan-county-health-departments/"
"1584299398-4112","https://www.countyoffice.org/health-departments/","Charlotte County Health Department","Charlotte County Health Department","https://www.countyoffice.org/charlotte-county-health-department-punta-gorda-fl-d77/","410 Taylor Street","Punta Gorda","Florida","941-639-1181","doh.state.fl.us","http://www.doh.state.fl.us/chdcharlotte/index.html","Florida","https://www.countyoffice.org/fl-health-departments/","Charlotte County","https://www.countyoffice.org/fl-charlotte-county-health-departments/"
"1584291083-1039","https://www.countyoffice.org/health-departments/","Lake County Health Department","Lake County Health Department","https://www.countyoffice.org/lake-county-health-department-christmas-valley-or-245/","CHRISTMAS VALLEY Rd","Christmas Valley","Oregon","541-576-2176","null","","Oregon","https://www.countyoffice.org/or-health-departments/","Lake County","https://www.countyoffice.org/or-lake-county-health-departments/"
"1584293035-1543","https://www.countyoffice.org/health-departments/","Morristown Division Of Health","Morristown Division Of Health","https://www.countyoffice.org/morristown-division-of-health-morristown-nj-d83/","200 South Street","Morristown","New Jersey","973-796-1975","townofmorristown.org","http://www.townofmorristown.org/health.html","New Jersey","https://www.countyoffice.org/nj-health-departments/","Morris County","https://www.countyoffice.org/nj-morris-county-health-departments/"
"1584299251-4060","https://www.countyoffice.org/health-departments/","Hamilton County Health Department","Hamilton County Health Department","https://www.countyoffice.org/hamilton-county-health-department-jennings-fl-1c8/","143 HAMILTON Ave","Jennings","Florida","386-938-1256","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Hamilton County","https://www.countyoffice.org/fl-hamilton-county-health-departments/"
"1584289094-533","https://www.countyoffice.org/health-departments/","Town Health Officer - Goshen","Town Health Officer - Goshen","https://www.countyoffice.org/town-health-officer-goshen-goshen-vt-9b9/","50 Carlisle Hill Road","Goshen","Vermont","802-247-6455","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Addison County","https://www.countyoffice.org/vt-addison-county-health-departments/"
"1584290732-947","https://www.countyoffice.org/health-departments/","Seneca Health Department","Seneca Health Department","https://www.countyoffice.org/seneca-health-department-seneca-pa-a7f/","3298 Pennsylvania 257","Seneca","Pennsylvania","814-677-0672","null","","Pennsylvania","https://www.countyoffice.org/pa-health-departments/","Venango County","https://www.countyoffice.org/pa-venango-county-health-departments/"
"1584298876-3927","https://www.countyoffice.org/health-departments/","Volusia County Health Department","Volusia County Health Department","https://www.countyoffice.org/volusia-county-health-department-deland-fl-30d/","1330 South Woodland Boulevard","DeLand","Florida","386-736-5579","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Volusia County","https://www.countyoffice.org/fl-volusia-county-health-departments/"
"1584289005-493","https://www.countyoffice.org/health-departments/","Charlotte Health Officer","Charlotte Health Officer","https://www.countyoffice.org/charlotte-health-officer-charlotte-vt-708/","159 Ferry Road","Charlotte","Vermont","802-425-3071","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Chittenden County","https://www.countyoffice.org/vt-chittenden-county-health-departments/"
"1584300967-5636","https://www.countyoffice.org/health-departments/","Public Health Area 2","Public Health Area 2","https://www.countyoffice.org/public-health-area-2-decatur-al-819/","201 Gordon Drive Southeast","Decatur","Alabama","256-340-2113","null","","Alabama","https://www.countyoffice.org/al-health-departments/","Morgan County","https://www.countyoffice.org/al-morgan-county-health-departments/"
